Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
"TALLGRASS ENERGY, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.8,,3.3,4.5
TAMPA ELECTRIC COMPANY,US,Utilities,A,6.0,5.4,5.8,5.8
TB WHEELER APARTMENTS LLC,US,Real Estate Development & Diversified Activities,B,2.7,3.9,1.7,4.7
TDK CORPORATION,JP,"Electronic Equipment, Instruments & Components",A,7.1,6.2,5.1,6.0
"TECHTARGET, INC",US,Media & Entertainment,B,2.5,6.3,2.7,4.4
TEGNA INC,US,Media & Entertainment,A,6.9,,5.8,5.4
"TELADOC HEALTH, INC",US,Health Care Equipment & Supplies,A,6.1,6.7,6.0,5.7
"TELEDYNE FLIR, LLC",US,"Electronic Equipment, Instruments & Components",A,6.3,4.0,3.7,5.7
TELEDYNE TECHNOLOGIES INCORPORATED,US,"Electronic Equipment, Instruments & Components",A,6.3,4.0,3.7,5.7
TELLURIAN INC,US,Oil & Gas Exploration & Production,B,2.3,,3.6,5.4
TEMECULA VALLEY BANK,US,Banks,B,2.1,0.6,3.2,4.7
"TENNESSEE GAS PIPELINE COMPANY, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,4.9,6.0,5.9
TENNESSEE VALLEY AUTHORITY,US,Utilities,A,6.8,,7.7,4.9
TENSAR CORPORATION,US,Steel,A,6.8,4.7,5.0,6.2
"TERRAFORM POWER, INC",US,Utilities,A,6.7,,3.4,5.5
TERRENO REALTY CORPORATION,US,Real Estate Management & Services,B,2.1,4.5,1.9,5.2
"TESLA ENERGY OPERATIONS, INC",US,Automobiles,A,7.1,9.1,1.5,5.1
"TESLA, INC",US,Automobiles,A,7.1,9.1,1.5,5.1
TESNA Inc,KR,Semiconductors & Semiconductor Equipment,B,1.5,4.8,3.6,1.5
"TEVA PHARMACEUTICAL FINANCE COMPANY, LLC",US,Pharmaceuticals,B,2.6,,3.9,2.5
"TEXAS EASTERN TRANSMISSION, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,4.1,5.9,7.2
"TEXAS ROADHOUSE, INC",US,Restaurants,B,2.5,2.0,3.2,6.3
"TFCF AMERICA, INC",US,Media & Entertainment,A,5.8,,4.8,4.9
THE ADT SECURITY CORPORATION,US,Commercial Services & Supplies,A,6.3,8.3,6.3,4.8
THE AZEK COMPANY INC,US,Building Products,A,5.8,,5.5,6.5
THE BEAR STEARNS COMPANIES LLC,US,Banks,A,7.1,9.4,4.5,4.4
"THE BOSTON BEER COMPANY, INC",US,Beverages,B,2.3,,4.4,5.7
THE DUN & BRADSTREET CORPORATION,US,Professional Services,B,2.1,6.7,3.6,6.0
"THE ENSIGN GROUP, INC",US,Health Care Providers & Services,A,6.0,,4.4,6.6
THE ESTEE LAUDER COMPANIES INC,US,Household & Personal Products,A,6.3,7.4,5.1,2.9
THE EW SCRIPPS COMPANY,US,Media & Entertainment,A,6.9,8.0,5.5,5.0
"THE FRESH MARKET, INC",US,Retail - Food & Staples,B,1.5,,5.7,3.1
THE GILLETTE COMPANY LLC,US,Household & Personal Products,A,6.8,6.3,4.2,5.4
"THE GOLDMAN SACHS GROUP, INC",US,Investment Banking & Brokerage,A,7.13,10.0,6.2,3.1
"THE HACKETT GROUP, INC",US,Software & Services,B,2.4,4.2,2.3,4.5
THE HERSHEY COMPANY,US,Food Products,A,6.2,,5.2,4.6
THE HOWARD HUGHES CORPORATION,US,Real Estate Development & Diversified Activities,A,6.8,6.1,4.1,6.9
"THE INTERPUBLIC GROUP OF COMPANIES, INC",US,Media & Entertainment,A,6.7,10.0,4.6,5.9
THE J M SMUCKER COMPANY,US,Food Products,A,6.5,,5.2,4.7
"THE JAPAN STEEL WORKS,LTD",JP,Industrial Machinery,B,2.6,3.9,5.6,2.9
THE JEONBUK BANK LTD,KR,Banks,A,5.9,4.5,3.7,5.5
THE KANSAS CITY SOUTHERN RAILWAY COMPANY,US,Road & Rail Transport,A,6.7,5.6,3.2,6.7
THE LOUISIANA LAND AND EXPLORATION COMPANY LLC,US,Oil & Gas Exploration & Production,A,6.0,4.0,6.4,4.2
"THE MANITOWOC COMPANY, INC",US,Construction & Farm Machinery & Heavy Trucks,A,6.9,2.9,6.1,5.9
THE MEDICINES COMPANY,US,Pharmaceuticals,A,5.9,6.0,4.9,6.0
THE MOSAIC COMPANY,US,Specialty Chemicals,A,6.7,4.8,5.9,6.1
THE PACK CORPORATION,JP,Containers & Packaging,B,2.6,5.1,4.8,3.9
"THE PENNANT GROUP, INC",US,Health Care Providers & Services,A,6.1,5.4,5.1,5.4
THE PEOPLES GAS LIGHT AND COKE COMPANY,US,Utilities,A,6.5,,5.0,6.0
"THE PNC FINANCIAL SERVICES GROUP, INC",US,Banks,A,5.9,7.6,4.0,6.3
THE PROCTER & GAMBLE COMPANY,US,Household & Personal Products,A,6.8,6.3,4.2,5.4
THE SHERWIN-WILLIAMS COMPANY,US,Specialty Chemicals,A,5.9,6.6,3.3,4.4
"THE SHIZUOKA BANK, LTD",JP,Banks,A,7.1,2.9,4.6,3.5
THE SOUTHERN COMPANY,US,Utilities,A,6.5,6.8,6.9,5.1
THE STANDARD OIL COMPANY,US,Integrated Oil & Gas,A,6.0,4.4,5.4,6.5
"THE TJX COMPANIES, INC",US,Retail - Consumer Discretionary,A,6.1,3.8,4.9,5.5
"THE TRADE DESK, INC",US,Software & Services,B,2.1,4.2,2.1,4.8
THE VALSPAR CORPORATION,US,Specialty Chemicals,A,5.9,6.6,3.3,4.4
THE WALT DISNEY COMPANY,US,Media & Entertainment,A,5.8,10.0,4.8,4.9
THE WILLIAM CARTER COMPANY,US,"Textiles, Apparel & Luxury Goods",A,6.0,1.5,5.2,6.1
"THERMON GROUP HOLDINGS, INC",US,Electrical Equipment,B,1.9,4.0,2.7,5.3
THERMON HOLDING CORP,US,Electrical Equipment,B,1.9,4.0,2.7,5.3
THIRD POINT RE (USA) HOLDINGS INC,US,Multi-Line Insurance & Brokerage,B,2.5,3.5,3.0,5.8
"THOR INDUSTRIES, INC",US,Automobiles,A,6.9,4.4,2.8,6.5
"TIANFENG SECURITIES CO, LTD",CN,Investment Banking & Brokerage,B,2.1,5.1,1.3,4.0
"TIANSHAN ALUMINUM GROUP CO, LTD",CN,Metals and Mining - Non-Precious Metals,B,2.7,1.0,3.5,4.3
TIFFANY & CO,US,"Textiles, Apparel & Luxury Goods",A,6.2,7.1,5.3,2.9
TIME WARNER CABLE ENTERPRISES LLC,US,"Broadcasting, Cable & Satellite",B,2.3,8.0,3.7,3.3
"TIME WARNER CABLE, LLC",US,Telecommunication Services,B,2.3,8.0,3.7,3.3
TIS Inc,JP,Software & Services,A,7.1,6.6,5.4,4.9
"TITAN INTERNATIONAL, INC",US,Construction & Farm Machinery & Heavy Trucks,B,2.1,2.6,5.7,4.0
TKP Corporation,JP,Real Estate Management & Services,B,1.8,2.2,5.5,2.5
TOA CORPORATION,JP,Construction & Engineering,A,5.8,3.6,5.8,4.7
"TOAGOSEI CO, LTD",JP,Diversified Chemicals,B,2.0,4.3,1.2,4.6
"TOBU RAILWAY CO, LTD",JP,Road & Rail Transport,A,6.7,5.7,5.0,3.4
TODA CORPORATION,JP,Construction & Engineering,A,6.7,5.3,7.2,4.1
TOENEC CORPORATION,JP,Construction & Engineering,B,1.9,3.1,2.7,3.2
TOKAI Corp,JP,Health Care Providers & Services,A,6.5,6.7,7.6,4.5
TOKAI Holdings Corporation,JP,Industrial Conglomerates,A,6.5,3.5,6.8,5.8
"TOKAI RIKA CO,LTD",JP,Auto Components,B,2.0,4.6,3.9,2.8
TOKYO DOME CORPORATION,JP,Hotels & Travel,A,5.8,5.6,4.8,5.6
"TOKYO OHKA KOGYO CO, LTD",JP,Specialty Chemicals,A,6.3,6.8,1.0,5.6
"TOKYU REIT, Inc",JP,Real Estate Management & Services,B,1.8,5.5,1.6,3.9
TOLL BROTHERS FINANCE CORP,US,Real Estate Development & Diversified Activities,B,2.7,3.9,1.7,4.7
"TOLL BROTHERS, INC",US,Real Estate Development & Diversified Activities,B,2.7,,1.7,4.7
"TOM BROWN, INC",US,Oil & Gas Exploration & Production,A,7.0,3.5,6.2,6.7
"TONGKUN GROUP CO,LTD",CN,Commodity Chemicals,B,1.9,2.7,4.7,2.8
TOPCON CORPORATION,JP,"Electronic Equipment, Instruments & Components",A,6.1,3.8,5.2,4.4
"TOPGOLF INTERNATIONAL, INC",US,Leisure Products,A,5.8,0.6,5.1,6.3
"TORII PHARMACEUTICAL CO, LTD",JP,Pharmaceuticals,B,1.8,3.2,4.4,3.3
TOSHIBA TEC CORPORATION,JP,"Technology Hardware, Storage & Peripherals",A,6.1,2.5,5.7,4.8
"TOSHO CO, LTD",JP,Hotels & Travel,B,1.7,3.5,4.5,2.4
TOSOH CORPORATION,JP,Commodity Chemicals,A,6.2,4.7,3.5,4.7
"TOTETSU KOGYO CO, LTD",JP,Construction & Engineering,B,1.9,4.4,3.4,2.1
TOWNE BANK,US,Banks,B,1.7,0.8,3.2,4.2
TOYOTA BOSHOKU CORPORATION,JP,Auto Components,B,1.44,4.1,4.9,1.4
TOYOTA FINANCE CORPORATION,JP,Consumer Finance,A,6.3,7.0,4.3,3.0
TOYOTA FINANCIAL SAVINGS BANK,US,Automobiles,A,6.3,7.0,4.3,3.0
TOYOTA MOTOR CORPORATION,JP,Automobiles,A,6.3,7.0,4.3,3.0
TOYOTA MOTOR CREDIT CORPORATION,US,Consumer Finance,A,6.3,7.0,4.3,3.0
"TPG RE FINANCE TRUST, INC",US,Asset Management & Custody Banks,B,1.5,6.7,3.3,4.9
"TPR CO,LTD",JP,Auto Components,B,2.3,3.2,4.7,2.8
TRANS-ALLEGHENY INTERSTATE LINE COMPANY,US,Utilities,A,5.8,,5.3,4.2
"TRANS-PECOS PIPELINE, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.6,3.4,3.1,4.7
TRANSMONTAIGNE OPERATING COMPANY LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.1,4.4,4.1,2.1
TRAVELCENTERS OF AMERICA INC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,6.4,4.2,4.8
TRAVELERS PROPERTY CASUALTY CORP,US,Property & Casualty Insurance,A,6.7,2.6,5.0,6.5
TREDEGAR CORPORATION,US,Commodity Chemicals,B,2.7,3.2,0.7,4.4
"TREX COMPANY, INC",US,Building Products,A,6.8,5.0,7.2,6.0
TRILOGY INTERNATIONAL PARTNERS LLC,US,Telecommunication Services,B,2.4,6.4,3.6,4.3
TRILOGY INTERNATIONAL SOUTH PACIFIC LLC,US,Telecommunication Services,B,2.4,6.4,3.6,4.3
TRITON CONTAINER INTERNATIONAL LIMITED,US,Trading Companies & Distributors,A,6.6,,4.6,7.0
"TRIUMPH GROUP, INC",US,Aerospace & Defense,A,7.14,2.0,5.5,6.3
"TS TECH CO, LTD",JP,Auto Components,B,2.4,2.9,5.3,3.5
"TSUBAKI NAKASHIMA CO, LTD",JP,Industrial Machinery,B,2.3,2.5,3.5,4.5
TUPPERWARE BRANDS CORPORATION,US,Household Durables,A,5.9,8.6,2.9,4.8
"TURNING POINT BRANDS, INC",US,Tobacco,A,6.8,0.5,4.4,6.7
TUTOR PERINI CORPORATION,US,Construction & Engineering,B,2.1,4.5,5.0,2.6
TWDC ENTERPRISES 18 CORP,US,Media & Entertainment,A,5.8,10.0,4.8,4.9
TWILIO INC,US,Software & Services,A,6.7,6.7,6.0,4.1
TWO HARBORS INVESTMENT CORP,US,Asset Management & Custody Banks,B,2.6,6.7,2.5,4.8
"TYLER TECHNOLOGIES, INC",US,Software & Services,A,6.7,,5.4,4.9
"Tahoe Group Global (Co,) Limited",CN,Real Estate Development & Diversified Activities,B,2.4,,2.9,2.2
Taikisha Ltd,JP,Construction & Engineering,A,6.0,6.1,5.5,4.6
Takara Leben Real Estate Investment Corporation,JP,Real Estate Management & Services,B,1.8,5.1,2.0,3.9
Takeda Pharmaceutical Company Limited,JP,Pharmaceuticals,A,5.9,6.4,3.6,6.4
Tamron Co Ltd,JP,Household Durables,B,2.4,4.7,3.6,4.1
Tango Therapeutics Inc,US,Biotechnology,A,6.2,7.3,4.4,5.8
Taysha Gene Therapies Inc,US,Biotechnology,A,6.6,,4.3,6.2
Tenma Corp,JP,Commodity Chemicals,B,2.4,3.7,0.0,3.0
Tesco Corporation,US,Energy Equipment & Services,B,1.8,3.7,5.7,3.8
Texas Pacific Land Corp,US,Oil & Gas Exploration & Production,B,2.8,2.1,2.0,6.4
"The Awa Bank, Ltd",JP,Banks,B,2.5,0.7,3.8,3.0
"The Bank of Kyoto, Ltd",JP,Banks,B,2.5,1.6,4.1,3.0
"The Chiba Bank, Ltd",JP,Banks,A,6.5,4.5,4.7,4.6
"The Hachijuni Bank, Ltd",JP,Banks,B,1.6,,3.9,1.6
The Monogatari Corporation,JP,Restaurants,B,1.5,,3.5,4.4
"The Nanto Bank, Ltd",JP,Banks,A,5.9,4.1,5.0,4.2
"The Okinawa Electric Power Company, Incorporated",JP,Utilities,B,2.5,4.2,1.9,4.0
"The Sumitomo Warehouse Co, Ltd",JP,Transportation Infrastructure,B,1.5,6.0,2.7,3.1
"The Travelers Companies, Inc",US,Property & Casualty Insurance,A,6.7,2.6,5.0,6.5
ThredUp Inc,US,Retail - Consumer Discretionary,A,6.6,4.5,4.9,5.4
"Tianjin Zhonghuan Semiconductor,Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.7,6.0,3.2,3.8
"Tianma Microelectronics Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.6,,3.8,4.2
"Tianshui City Construction and Investment (Group) Co, Ltd",CN,Supranationals & Development Banks,B,1.5,0.0,5.9,2.8
"Tibet Summit Resources Co, Ltd",CN,Metals and Mining - Non-Precious Metals,B,1.7,1.5,2.5,3.3
"Tokai Tokyo Financial Holdings, Inc",JP,Investment Banking & Brokerage,B,1.7,2.2,3.3,4.5
Token Corp,JP,Real Estate Development & Diversified Activities,B,2.0,,5.5,1.2
"Tokio Marine & Nichido Fire Insurance Co, Ltd",JP,Property & Casualty Insurance,A,7.0,5.2,4.9,5.6
"Tokio Marine Holdings, Inc",JP,Property & Casualty Insurance,A,7.0,,4.9,5.6
"Tokushu Tokai Paper Co, Ltd",JP,Paper & Forest Products,B,1.7,,6.8,3.4
"Tokyo Tatemono Co, Ltd",JP,Real Estate Development & Diversified Activities,A,6.6,6.9,6.6,3.1
"Toly Bread Co, Ltd",CN,Food Products,B,2.2,1.6,3.8,4.1
"TongFu Microelectronics Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.7,4.5,4.3,4.8
Tongcheng Travel Holdings Limited,CN,Hotels & Travel,A,6.9,,5.4,4.3
"Topchoice Medical Co, Inc",CN,Health Care Providers & Services,A,6.0,,5.0,5.6
Topsec Technologies Group Inc,CN,Software & Services,B,2.2,4.0,4.8,3.9
Toyo Gosei Co Ltd,JP,Commodity Chemicals,B,1.6,3.1,0.0,3.6
"Toyota Motor Finance (China) Co,Ltd",CN,Automobiles,A,6.3,7.0,4.3,3.0
Tradeweb Markets Inc,US,Diversified Financials,B,2.2,9.0,4.4,4.2
TransMontaigne Partners LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.1,,4.1,2.1
Truist Bank,US,Banks,A,6.8,4.1,4.3,6.1
Truist Financial Corporation,US,Banks,A,6.8,4.1,4.3,6.1
TuSimple Holdings Inc,US,Road & Rail Transport,A,6.7,6.7,4.1,3.7
"U S PHYSICAL THERAPY, INC",US,Health Care Providers & Services,A,6.3,5.9,5.1,6.3
UACJ Corporation,JP,Metals and Mining - Non-Precious Metals,A,6.0,3.9,5.7,4.0
UAL CORPORATION CAPITAL TRUST I,US,Airlines,B,2.5,3.6,2.6,3.9
UB LEASING CORPORATION,US,Banks,A,7.0,6.0,4.4,5.0
"UBER TECHNOLOGIES, INC",US,Road & Rail Transport,A,6.9,,3.0,6.7
"ULTA BEAUTY, INC",US,Retail - Consumer Discretionary,A,6.6,1.7,5.1,6.2
"ULTRA CLEAN HOLDINGS, INC",US,Semiconductors & Semiconductor Equipment,B,1.5,,0.4,6.3
"ULVAC,Inc",JP,Semiconductors & Semiconductor Equipment,A,5.8,6.2,8.8,3.4
"UMH PROPERTIES, INC",US,Real Estate Management & Services,B,1.8,4.2,4.0,4.3
UNION CORRUGATING COMPANY,US,Building Products,A,6.5,5.7,5.1,4.7
UNION ELECTRIC COMPANY,US,Utilities,A,6.5,6.0,6.2,6.1
"UNITED AIRLINES HOLDINGS, INC",US,Airlines,B,2.5,3.6,2.6,3.9
"UNITED AIRLINES, INC",US,Airlines,B,2.5,3.6,2.6,3.9
"UNITED FIRE GROUP, INC",US,Property & Casualty Insurance,B,2.4,2.2,2.7,5.5
"UNITED PARCEL SERVICE, INC",US,Air Freight & Logistics,A,7.0,9.5,3.1,5.4
"UNITED RENTALS (NORTH AMERICA), INC",US,Trading Companies & Distributors,A,6.0,3.3,6.7,5.8
"UNITED RENTALS, INC",US,Trading Companies & Distributors,A,6.0,3.3,6.7,5.8
UNIVERSAL DISPLAY CORPORATION,US,Semiconductors & Semiconductor Equipment,A,7.0,8.3,3.9,4.4
UNIVERSAL HEALTH REALTY INCOME TRUST,US,Real Estate Management & Services,B,1.6,2.6,2.2,6.0
UPWORK INC,US,Professional Services,A,6.7,7.8,5.9,6.4
URANIUM ENERGY CORP,US,Metals and Mining - Non-Precious Metals,B,2.3,1.2,2.5,4.5
"US AIRWAYS, INC",US,Airlines,B,2.8,,3.1,4.5
US FOODS HOLDING CORP,US,Retail - Food & Staples,A,5.9,2.9,5.1,5.4
"US FOODS, INC",US,Retail - Food & Staples,A,5.9,2.9,5.1,5.4
"USA COMPRESSION PARTNERS, LP",US,Energy Equipment & Services,B,2.6,5.3,3.4,4.5
USF&G CAPITAL I,US,Property & Casualty Insurance,A,6.7,2.6,5.0,6.5
USF&G CAPITAL III,US,Property & Casualty Insurance,A,6.7,2.6,5.0,6.5
USHIO INC,JP,Electrical Equipment,A,6.3,5.9,6.5,5.5
"UTZ BRANDS, INC",US,Food Products,B,2.7,0.5,5.4,5.2
UTi WORLDWIDE INC,US,Air Freight & Logistics,A,6.8,,1.0,6.6
Ultragenyx Pharmaceutical Inc,US,Biotechnology,A,6.2,5.3,4.8,5.4
Unisplendour Corporation Limited,CN,"Electronic Equipment, Instruments & Components",A,6.5,7.0,4.1,4.9
United Super Markets Holdings Inc,JP,Retail - Food & Staples,A,7.0,3.4,6.2,3.8
United Urban Investment Corporation,JP,Real Estate Management & Services,A,6.8,6.7,5.3,5.4
Upstart Holdings Inc,US,Consumer Finance,B,2.7,,2.7,5.3
"Uzabase,Inc",JP,Diversified Financials,B,1.6,,1.7,5.2
VALERO ENERGY CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,4.3,8.3,5.9
VALERO ENERGY PARTNERS LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,4.3,8.3,5.9
"VALMONT INDUSTRIES, INC",US,Construction & Engineering,A,5.8,4.3,4.2,5.5
"VALOR HOLDINGS CO,LTD",JP,Retail - Food & Staples,B,2.3,1.3,4.7,3.8
VALVOLINE INC,US,Commodity Chemicals,A,6.2,5.1,2.8,6.0
VAREX IMAGING CORPORATION,US,Health Care Equipment & Supplies,A,7.1,10.0,6.5,6.0
VEECO INSTRUMENTS INC,US,Semiconductors & Semiconductor Equipment,A,6.1,4.8,3.3,7.2
VENERABLE INSURANCE AND ANNUITY COMPANY,US,Diversified Financials,A,6.2,6.8,4.1,6.9
"VEREIT, INC",US,Real Estate Management & Services,B,2.6,,2.9,6.0
"VERISIGN, INC",US,Software & Services,A,6.7,8.0,4.6,5.3
VERTEX PHARMACEUTICALS INCORPORATED,US,Biotechnology,A,6.9,6.2,5.3,5.0
VERU INC,US,Pharmaceuticals,A,6.9,3.3,6.2,4.6
VICOR CORPORATION,US,Electrical Equipment,B,1.5,4.1,6.6,3.1
"VICTORIA PLACE, LLC",US,Real Estate Development & Diversified Activities,A,6.8,6.1,4.1,6.9
"VICTORIA WARD, LIMITED",US,Real Estate Development & Diversified Activities,A,6.8,6.1,4.1,6.9
VIPSHOP HOLDINGS LIMITED,CN,Retail - Consumer Discretionary,A,6.3,2.9,7.6,3.5
"VIRGIN GALACTIC HOLDINGS, INC",US,Aerospace & Defense,A,6.5,,4.5,5.7
VIRGIN MEDIA BRISTOL LLC,US,Telecommunication Services,B,1.5,10.0,3.6,2.7
VIRGIN MEDIA GROUP LLC,US,Telecommunication Services,B,1.5,10.0,3.6,2.7
VIRGIN MEDIA HOLDINGS INC,US,Telecommunication Services,B,1.5,10.0,3.6,2.7
VIRTUAL RADIOLOGIC CORPORATION,US,Health Care Providers & Services,A,6.5,,5.6,4.9
VISA INC,US,Software & Services,A,6.9,9.0,5.3,4.6
"VISHAY PRECISION GROUP, INC",US,"Electronic Equipment, Instruments & Components",A,5.8,2.0,5.5,4.5
VITAMIN SHOPPE INDUSTRIES INC,US,Retail - Consumer Discretionary,A,5.9,1.8,4.8,6.1
"VIVINT SOLAR FINANCING VI, LLC",US,Utilities,A,6.5,8.1,5.5,4.8
"VOCERA COMMUNICATIONS, INC",US,Health Care Equipment & Supplies,A,6.1,7.8,5.1,5.9
VOLKSWAGEN FINANCIAL SERVICES JAPAN LIMITED,JP,Consumer Finance,B,2.3,5.6,3.8,0.7
"VOLKSWAGEN GROUP OF AMERICA FINANCE, LLC",US,Automobiles,B,2.3,5.6,3.8,0.7
VONAGE HOLDINGS CORP,US,Software & Services,B,2.7,6.3,3.9,4.6
VONTIER CORPORATION,US,"Electronic Equipment, Instruments & Components",A,6.5,2.4,5.4,5.4
"VOYA FINANCIAL, INC",US,Diversified Financials,A,6.2,6.8,4.1,6.9
"VT HOLDINGS CO, LTD",JP,Retail - Consumer Discretionary,B,2.7,2.1,5.6,3.6
"VW CREDIT, INC",US,Automobiles,B,2.3,5.6,3.8,0.7
Value Added Technology Co Ltd,KR,Health Care Equipment & Supplies,B,1.6,6.6,5.0,2.0
ValueCommerce Co Ltd,JP,Media & Entertainment,B,2.5,,4.0,2.6
VeriSilicon Microelectronics Shanghai Co Ltd,CN,Semiconductors & Semiconductor Equipment,B,1.8,2.9,4.1,4.3
Verve Therapeutics Inc,US,Biotechnology,A,6.6,6.4,4.2,6.5
Vir Biotechnology Inc,US,Biotechnology,A,6.2,6.6,4.8,4.8
Virginia Electric and Power Company,US,Utilities,A,5.8,5.8,5.7,6.1
Vision Inc,JP,Telecommunication Services,A,7.1,6.5,7.6,3.4
Vital Farms Inc,US,Food Products,A,6.5,,6.0,4.9
"Volkswagen Financial Services Korea Co, Ltd",KR,Consumer Finance,B,2.3,,3.8,0.7
Volta Inc,US,Utilities,B,1.9,4.2,1.4,3.9
Vuzix Corp,US,"Technology Hardware, Storage & Peripherals",B,2.1,1.2,3.2,5.2
WABASH NATIONAL CORPORATION,US,Construction & Farm Machinery & Heavy Trucks,A,6.9,,5.7,6.1
"WALNUT CREEK ENERGY, LLC",US,Utilities,A,7.0,7.4,3.9,5.3
"WARRIOR MET COAL, INC",US,Steel,B,2.6,,2.8,4.8
WASHINGTON GAS LIGHT COMPANY,US,Utilities,A,6.8,5.4,5.9,7.0
WASHINGTON MUTUAL BANK,US,Banks,A,7.1,9.4,4.5,4.4
WCA WASTE CORPORATION,US,Commercial Services & Supplies,B,1.6,3.2,3.1,4.6
"WCA WASTE SYSTEMS, INC",US,Commercial Services & Supplies,B,1.6,,3.1,4.6
WD-40 COMPANY,US,Household & Personal Products,B,1.7,1.3,2.6,5.2
WEATHERFORD INTERNATIONAL PUBLIC LIMITED COMPANY,US,Energy Equipment & Services,A,6.8,7.0,4.0,6.8
WEATHERNEWS INC,JP,Professional Services,B,1.5,6.7,3.8,2.9
WEBSTER FINANCIAL CORPORATION,US,Banks,A,7.1,3.2,4.6,6.9
"WEC ENERGY GROUP, INC",US,Utilities,A,6.5,6.4,5.0,6.0
WEINGARTEN REALTY INVESTORS,US,Real Estate Management & Services,B,1.8,5.6,2.4,4.2
"WENDELTA, INC",US,Building Products,A,5.8,2.6,5.7,5.5
"WESTERN MIDSTREAM OPERATING, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,4.9,6.4,7.0
WEYERHAEUSER COMPANY,US,Paper & Forest Products,A,7.1,5.2,2.3,7.6
"WGL HOLDINGS, INC",US,Utilities,A,6.8,,5.9,7.0
"WILLIAMS SCOTSMAN INTERNATIONAL, INC",US,Trading Companies & Distributors,A,5.9,6.5,7.1,5.4
"WILLIAMS SCOTSMAN, INC",US,Commercial Services & Supplies,A,5.9,6.5,7.1,5.4
WILLSCOT MOBILE MINI HOLDINGS CORP,US,Commercial Services & Supplies,A,5.9,6.5,7.1,5.4
"WILTEL COMMUNICATIONS GROUP, LLC",US,Telecommunication Services,A,6.6,,5.7,4.4
WINDSOR PETROLEUM TRANSPORT CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,2.7,7.3,2.5
"WINTIME ENERGY CO,LTD",CN,Metals and Mining - Non-Precious Metals,B,2.1,2.1,2.8,2.6
WISCONSIN ELECTRIC POWER COMPANY,US,Utilities,A,6.5,6.4,5.0,6.0
WISCONSIN GAS LLC,US,Utilities,A,6.5,6.4,5.0,6.0
WISCONSIN MICHIGAN INVESTMENT CORPORATION,US,Utilities,A,6.5,6.4,5.0,6.0
WISCONSIN POWER AND LIGHT COMPANY,US,Utilities,A,6.5,6.7,3.1,6.0
WISCONSIN PUBLIC SERVICE CORPORATION,US,Utilities,A,6.3,5.8,5.1,6.2
WM Technology Inc,US,Software & Services,B,1.7,4.1,2.2,3.7
"WOLVERINE WORLD WIDE, INC",US,"Textiles, Apparel & Luxury Goods",A,6.2,2.4,5.8,4.9
"WORKDAY, INC",US,Software & Services,A,7.1,5.1,6.9,3.6
WORLD ACCEPTANCE CORPORATION,US,Consumer Finance,B,2.7,,2.7,5.6
WORLD FUEL SERVICES CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.1,7.5,4.6
"WORLDPAY, LLC",US,Software & Services,A,7.1,8.7,5.4,4.9
"WRIGHT MEDICAL GROUP, INC",US,Health Care Equipment & Supplies,B,2.4,10.0,3.3,5.1
WS BADCOCK CORPORATION,US,Retail - Consumer Discretionary,A,5.9,1.8,4.8,6.1
"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO, LTD",CN,Media & Entertainment,A,7.1,,5.9,5.3
WUXI BIOLOGICS (CAYMAN) INC,CN,Health Care Equipment & Supplies,A,7.1,7.9,7.1,5.4
WYETH LLC,US,Pharmaceuticals,B,1.5,4.7,3.6,4.2
WYSE TECHNOLOGY LLC,US,"Technology Hardware, Storage & Peripherals",A,6.7,5.4,4.9,4.5
Wacom Co Ltd,JP,"Technology Hardware, Storage & Peripherals",B,2.1,1.9,2.8,5.0
"Wanhua Chemical Group Co, Ltd",CN,Specialty Chemicals,B,2.7,2.9,0.7,5.5
Weatherford International Ltd,US,Energy Equipment & Services,A,6.8,,4.0,6.8
"Well Kent International Enterprises (Shen Zhen) Co, LTD",CN,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
"Western Mining Co, Ltd",CN,Metals and Mining - Non-Precious Metals,B,2.5,,2.2,2.2
Westpac Banking Corporation (New York branch),US,Banks,A,6.8,8.5,4.0,5.2
"Wuhan Guide Infrared Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.6,2.9,3.7,3.4
"Wuhu Token Sciences Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.3,1.9,2.9,6.1
